

Sarangs-MacBook-Air:phase_2 Wolf-Pack$ python q_learner_dt.py 
[[  3.16908539e-69   3.16908539e-69]
 [  0.00000000e+00   0.00000000e+00]
 [  1.58454270e-68   1.58454270e-68]
 [  1.58454270e-68   1.58454270e-68]
 [  7.92271349e-68   7.92271349e-68]
 [  7.92271349e-68   7.92271349e-68]
 [  3.96135674e-67   3.96135674e-67]
 [  3.96135674e-67   3.96135674e-67]
 [  1.98067837e-66   1.98067837e-66]
 [  1.98067837e-66   1.98067837e-66]
 [  9.90339186e-66   9.90339186e-66]
 [  9.90339186e-66   9.90339186e-66]
 [  4.95169593e-65   4.95169593e-65]
 [  4.95169593e-65   4.95169593e-65]
 [  2.47584796e-64   2.47584796e-64]
 [  2.47584796e-64   2.47584796e-64]
 [  1.23792398e-63   1.23792398e-63]
 [  1.23792398e-63   1.23792398e-63]
 [  6.18961991e-63   6.18961991e-63]
 [  6.18961991e-63   6.18961991e-63]
 [  3.09480996e-62   3.09480996e-62]
 [  3.09480996e-62   3.09480996e-62]
 [  1.54740498e-61   1.54740498e-61]
 [  1.54740498e-61   1.54740498e-61]
 [  7.73702489e-61   7.73702489e-61]
 [  7.73702489e-61   7.73702489e-61]
 [  3.86851244e-60   3.86851244e-60]
 [  3.86851244e-60   3.86851244e-60]
 [  1.93425622e-59   1.93425622e-59]
 [  1.93425622e-59   1.93425622e-59]
 [  9.67128111e-59   9.67128111e-59]
 [  9.67128111e-59   9.67128111e-59]
 [  4.83564056e-58   4.83564056e-58]
 [  4.83564056e-58   4.83564056e-58]
 [  2.41782028e-57   2.41782028e-57]
 [  2.41782028e-57   2.41782028e-57]
 [  1.20891014e-56   1.20891014e-56]
 [  1.20891014e-56   1.20891014e-56]
 [  6.04455069e-56   6.04455069e-56]
 [  6.04455069e-56   6.04455069e-56]
 [  3.02227535e-55   3.02227535e-55]
 [  3.02227535e-55   3.02227535e-55]
 [  1.51113767e-54   1.51113767e-54]
 [  1.51113767e-54   1.51113767e-54]
 [  7.55568837e-54   7.55568837e-54]
 [  7.55568837e-54   7.55568837e-54]
 [  3.77620455e-53   3.77620455e-53]
 [  3.77620455e-53   3.77784418e-53]
 [  1.88810227e-52   1.88810227e-52]
 [  1.88810227e-52   1.88810227e-52]
 [  9.44051137e-52   9.44051137e-52]
 [  9.44051137e-52   9.44051137e-52]
 [  4.72025568e-51   4.72025568e-51]
 [  4.72025568e-51   4.72025568e-51]
 [  2.36012784e-50   2.36012784e-50]
 [  2.36012784e-50   2.36012784e-50]
 [  1.18006392e-49   1.18006392e-49]
 [  1.18006392e-49   1.18006392e-49]
 [  5.90031960e-49   5.90031960e-49]
 [  5.90031960e-49   5.90031960e-49]
 [  2.95015980e-48   2.95015980e-48]
 [  2.95015980e-48   2.95015980e-48]
 [  1.47507990e-47   1.47507990e-47]
 [  1.47507990e-47   1.47507990e-47]
 [  7.37539951e-47   7.37539951e-47]
 [  7.37539951e-47   7.37539951e-47]
 [  3.68769975e-46   3.68769975e-46]
 [  3.68769975e-46   3.68769975e-46]
 [  1.84384988e-45   1.84384988e-45]
 [  1.84384988e-45   1.84384988e-45]
 [  9.21924938e-45   9.21924938e-45]
 [  9.21924938e-45   9.21924938e-45]
 [  4.60962469e-44   4.60962469e-44]
 [  4.60962469e-44   4.60962469e-44]
 [  2.30481235e-43   2.30481235e-43]
 [  2.30481235e-43   2.30481235e-43]
 [  1.15240617e-42   1.15240617e-42]
 [  1.15240617e-42   1.15240617e-42]
 [  5.76203086e-42   5.76203086e-42]
 [  5.76203086e-42   5.76203086e-42]
 [  2.88101543e-41   2.88101543e-41]
 [  2.88101543e-41   2.88101543e-41]
 [  1.44050772e-40   1.44050772e-40]
 [  1.44050772e-40   1.44050772e-40]
 [  7.20253858e-40   7.20253858e-40]
 [  7.20253858e-40   7.20253858e-40]
 [  3.60126929e-39   3.60126929e-39]
 [  3.60126929e-39   3.60126929e-39]
 [  1.80063465e-38   1.80063465e-38]
 [  1.80063465e-38   1.80063465e-38]
 [  9.00317323e-38   9.00317323e-38]
 [  9.00317323e-38   9.00317323e-38]
 [  4.50158661e-37   4.50158661e-37]
 [  4.50158661e-37   4.50158661e-37]
 [  2.25079331e-36   2.25079331e-36]
 [  2.25079331e-36   2.25079331e-36]
 [  1.12539665e-35   1.12539665e-35]
 [  1.12539665e-35   1.12539665e-35]
 [  5.62698327e-35   5.62698327e-35]
 [  5.62698327e-35   5.62698327e-35]
 [  2.81349163e-34   2.81349163e-34]
 [  2.81349163e-34   2.81349163e-34]
 [  1.40674582e-33   1.40674582e-33]
 [  1.40674582e-33   1.40674582e-33]
 [  7.03372908e-33   7.03372908e-33]
 [  7.03372908e-33   7.03372908e-33]
 [  3.51686454e-32   3.51686454e-32]
 [  3.51686454e-32   3.51686454e-32]
