
Sarangs-MacBook-Air:phase_2 Wolf-Pack$ python q_learner_dt.py 
[[  3.16910657e-69   3.16910657e-69]
 [  0.00000000e+00   0.00000000e+00]
 [  1.58455328e-68   1.58455328e-68]
 [  1.58455328e-68   1.58455328e-68]
 [  7.92276642e-68   7.92276642e-68]
 [  7.92276642e-68   7.92276642e-68]
 [  3.96138321e-67   3.96138321e-67]
 [  3.96138321e-67   3.96138321e-67]
 [  1.98069160e-66   1.98069160e-66]
 [  1.98069160e-66   1.98069160e-66]
 [  9.90345802e-66   9.90345802e-66]
 [  9.90345802e-66   9.90345802e-66]
 [  4.95172901e-65   4.95172901e-65]
 [  4.95172901e-65   4.95172901e-65]
 [  2.47586451e-64   2.47586451e-64]
 [  2.47586451e-64   2.47586451e-64]
 [  1.23793225e-63   1.23793225e-63]
 [  1.23793225e-63   1.23793225e-63]
 [  6.18966126e-63   6.18966126e-63]
 [  6.18966126e-63   6.18966126e-63]
 [  3.09483063e-62   3.09483063e-62]
 [  3.09483063e-62   3.09483063e-62]
 [  1.54741532e-61   1.54741532e-61]
 [  1.54741532e-61   1.54741532e-61]
 [  7.73707658e-61   7.73707658e-61]
 [  7.73707658e-61   7.73707658e-61]
 [  3.86853829e-60   3.86853829e-60]
 [  3.86853829e-60   3.86853829e-60]
 [  1.93426915e-59   1.93426915e-59]
 [  1.93426915e-59   1.93426915e-59]
 [  9.67134573e-59   9.67134573e-59]
 [  9.67134573e-59   9.67134573e-59]
 [  4.83567286e-58   4.83567286e-58]
 [  4.83567286e-58   4.83567286e-58]
 [  2.41783643e-57   2.41783643e-57]
 [  2.41783643e-57   2.41783643e-57]
 [  1.20891822e-56   1.20891822e-56]
 [  1.20891822e-56   1.20891822e-56]
 [  6.04459108e-56   6.04459108e-56]
 [  6.04459108e-56   6.04459108e-56]
 [  3.02229554e-55   3.02229554e-55]
 [  3.02229554e-55   3.02229554e-55]
 [  1.51114777e-54   1.51114777e-54]
 [  1.51114777e-54   1.51114777e-54]
 [  7.55573885e-54   7.55573885e-54]
 [  7.55573885e-54   7.55573885e-54]
 [  3.77786942e-53   3.77786942e-53]
 [  3.77786942e-53   3.77786942e-53]
 [  1.88893471e-52   1.88893471e-52]
 [  1.88893471e-52   1.88893471e-52]
 [  9.44467356e-52   9.44467356e-52]
 [  9.44467356e-52   9.44467356e-52]
 [  4.72233678e-51   4.72233678e-51]
 [  4.72233678e-51   4.72233678e-51]
 [  2.36116839e-50   2.36116839e-50]
 [  2.36116839e-50   2.36116839e-50]
 [  1.18058420e-49   1.18058420e-49]
 [  1.18058420e-49   1.18058420e-49]
 [  5.90292098e-49   5.90292098e-49]
 [  5.90292098e-49   5.90292098e-49]
 [  2.95146049e-48   2.95146049e-48]
 [  2.95146049e-48   2.95146049e-48]
 [  1.47573024e-47   1.47573024e-47]
 [  1.47573024e-47   1.47573024e-47]
 [  7.37865122e-47   7.37865122e-47]
 [  7.37865122e-47   7.37865122e-47]
 [  3.68932561e-46   3.68932561e-46]
 [  3.68932561e-46   3.68932561e-46]
 [  1.84466280e-45   1.84466280e-45]
 [  1.84466280e-45   1.84466280e-45]
 [  9.22331402e-45   9.22331402e-45]
 [  9.22331402e-45   9.22331402e-45]
 [  4.61165701e-44   4.61165701e-44]
 [  4.61165701e-44   4.61165701e-44]
 [  2.30582851e-43   2.30582851e-43]
 [  2.30582851e-43   2.30582851e-43]
 [  1.15291425e-42   1.15291425e-42]
 [  1.15291425e-42   1.15291425e-42]
 [  5.76457126e-42   5.76457126e-42]
 [  5.76457126e-42   5.76457126e-42]
 [  2.88228563e-41   2.88228563e-41]
 [  2.88228563e-41   2.88228563e-41]
 [  1.44114282e-40   1.44114282e-40]
 [  1.44114282e-40   1.44114282e-40]
 [  7.20571408e-40   7.20571408e-40]
 [  7.20571408e-40   7.20571408e-40]
 [  3.60285704e-39   3.60285704e-39]
 [  3.60285704e-39   3.60285704e-39]
 [  1.80142852e-38   1.80142852e-38]
 [  1.80142852e-38   1.80142852e-38]
 [  9.00714260e-38   9.00714260e-38]
 [  9.00714260e-38   9.00714260e-38]
 [  4.50357130e-37   4.50357130e-37]
 [  4.50357130e-37   4.50357130e-37]
 [  2.25178565e-36   2.25178565e-36]
 [  2.25178565e-36   2.25178565e-36]
 [  1.12589283e-35   1.12589283e-35]
 [  1.12589283e-35   1.12589283e-35]
 [  5.62946413e-35   5.62946413e-35]
 [  5.62946413e-35   5.62946413e-35]
 [  2.81473206e-34   2.81473206e-34]
 [  2.81473206e-34   2.81473206e-34]
 [  1.40736603e-33   1.40736603e-33]
 [  1.40736603e-33   1.40736603e-33]
 [  7.03683016e-33   7.03683016e-33]
 [  7.03683016e-33   7.03683016e-33]
 [  3.51841508e-32   3.51841508e-32]
 [  3.51841508e-32   3.51841508e-32]
 [  1.75920754e-31   1.75920754e-31]
 [  1.75920754e-31   1.75920754e-31]
 [  8.79603770e-31   8.79603770e-31]
 [  8.79603770e-31   8.79603770e-31]
 [  4.39801885e-30   4.39801885e-30]
 [  4.39801885e-30   4.39801885e-30]
 [  2.19900942e-29   2.19900942e-29]
 [  2.19900942e-29   2.19900942e-29]
 [  1.09950471e-28   1.09950471e-28]
 [  1.09950471e-28   1.09950471e-28]
 [  5.49752356e-28   5.49752356e-28]
 [  5.49752356e-28   5.49752356e-28]
 [  2.74876178e-27   2.74876178e-27]
 [  2.74876178e-27   2.74876178e-27]
 [  1.37438089e-26   1.37438089e-26]
 [  1.37438089e-26   1.37438089e-26]
 [  6.87190445e-26   6.87190445e-26]
 [  6.87190445e-26   6.87190445e-26]
 [  3.43595223e-25   3.43595223e-25]
 [  3.43595223e-25   3.43595223e-25]
 [  1.71797611e-24   1.71573540e-24]
 [  1.71797611e-24   1.71573540e-24]
 [  8.57867702e-24   8.57867702e-24]
 [  8.57867702e-24   8.57867702e-24]
 [  4.28933851e-23   4.28933851e-23]
 [  4.28933851e-23   4.28933851e-23]
 [  2.14466925e-22   2.14466925e-22]
 [  2.14466925e-22   2.14466925e-22]
 [  1.07233463e-21   1.07233463e-21]
 [  1.07233463e-21   1.07233463e-21]
 [  5.36167313e-21   5.36167313e-21]
 [  5.36167313e-21   5.36167313e-21]
 [  2.68083657e-20   2.68083657e-20]
 [  2.68083657e-20   2.68083657e-20]
 [  1.34041828e-19   1.33690207e-19]
 [  1.34041828e-19   1.34041828e-19]
 [  6.70209142e-19   6.70209142e-19]
 [  6.68451036e-19   6.68451036e-19]
 [  3.34225518e-18   3.34225518e-18]
 [  3.34225518e-18   3.34225518e-18]
 [  1.67112759e-17   1.67112759e-17]
 [  1.67112759e-17   1.67112759e-17]
 [  8.35563795e-17   8.35563795e-17]
 [  8.35563795e-17   8.35563795e-17]
 [  4.17781897e-16   4.17781897e-16]
 [  4.17781897e-16   4.17781897e-16]
 [  2.08890949e-15   2.08890949e-15]
 [  2.08890949e-15   2.08890949e-15]
 [  1.04445474e-14   1.04445474e-14]
 [  1.04445474e-14   1.04445474e-14]
 [  5.22227372e-14   5.22227372e-14]
 [  5.22227372e-14   5.22227372e-14]
 [  2.61113686e-13   2.61113686e-13]
 [  2.61113686e-13   2.61113686e-13]
 [  1.30556843e-12   1.30556843e-12]
 [  1.30556843e-12   1.30556843e-12]
 [  6.52784215e-12   6.52784215e-12]
 [  6.52784215e-12   6.52784215e-12]
